Word,Length,LgSUBTLWF,Concreteness_Rating,Semantic_Neighborhood_Density,Age_Of_Acquisition,BG_Sum
tangent,7,1.3,2.08,0.56,12.16,17324
tangerine,9,1.59,4.81,0.39,8.15,28696
tangible,8,1.76,2.77,0.52,11.61,14847
tango,5,2.44,4.1,0.56,10.67,9640
tangy,5,1.26,3.68,0.33,8.65,9414
tantrum,7,1.66,3.37,0.27,6.65,11360
tap,3,2.88,4.29,0.58,5.84,2750
taps,4,2.12,3.75,0.43,8.9,3056
tar,3,2.21,4.78,0.55,7.22,4842
tardy,5,1.77,2.31,0.22,7.32,5620
target,6,3.29,4.11,0.66,7.58,7713
tarnish,7,1.3,3.29,0.24,11.39,10887
tarot,5,1.79,3.4,0.43,11.94,7890
tart,4,2.09,3.27,0.38,8.26,5845
tartan,6,1.23,#,0.4,12.31,11205
Tarzan,6,2.7,#,0.51,#,8495
task,4,2.81,2.84,0.66,7.89,3555
tasks,5,1.94,#,0.62,7.89,3795
taste,5,3.42,4.07,0.61,4.26,11289
tasteless,9,1.66,2.54,0.29,9.53,22499
tasty,5,2.51,2.86,0.4,5.4,7596
tattered,8,1.11,3.7,0.29,10.42,26314
tattle,6,0.95,2.69,0.18,6.26,10566
tattoo,6,2.79,4.71,0.55,7.79,9022
taught,6,3.35,2.21,0.65,4.67,3473
taunt,5,1.52,2.93,0.37,8.06,7219
taut,4,1.56,3.92,0.33,11.47,3287
tavern,6,2.2,4.78,0.56,8.84,10796
tax,3,2.87,3.89,0.64,8.94,1971
taxes,5,2.7,#,0.61,8.94,6548
taxi,4,3.12,4.93,0.58,7.58,2101
teach,5,3.57,3.15,0.62,4.67,9191
teacher,7,3.45,4.52,0.65,4.55,17102
teachers,8,2.77,#,0.65,4.55,18571
teaching,8,3.01,2.82,0.66,5.25,21091
team,4,3.88,3.79,0.67,6,7155
teamwork,8,2.01,2.37,0.49,7.8,10526
teapot,6,1.65,4.96,0.3,6.22,9063
tears,5,3.06,#,0.59,4.89,10644
tease,5,2.46,2.59,0.38,5.11,9693
teaspoon,8,1.4,4.76,0.32,5.26,15098
tech,4,2.51,3.03,0.61,12.9,7214
technical,9,2.62,1.97,0.67,10.5,15943
technician,10,2.12,4.1,0.56,8.82,16665
technique,9,2.66,2.4,0.65,11.9,9762
technology,10,2.88,3.24,0.67,9.06,11473
tedious,7,1.87,1.97,0.41,11.78,16408
tee,3,2.05,4.59,0.47,8.21,5265
teen,4,2.32,4.16,0.6,7.95,9081
teenage,7,2.55,3.52,0.61,6.94,12503
teenager,8,2.55,4.34,0.59,7.22,18665
teenagers,9,2.33,#,0.58,7.22,20134
teens,5,2,3.69,0.58,7.84,10937
teeny,5,2.11,3.17,0.3,5.42,9237
teeth,5,3.39,4.96,0.6,3.61,7942
telegram,8,2.67,4.63,0.51,10.78,14782
telegraph,9,2.23,4.59,0.59,9.5,15262
telepathy,9,1.68,2.17,0.44,11.39,17070
telephone,9,3.22,4.96,0.63,4.63,18846
telescope,9,2.18,5,0.56,6.95,19798
television,10,3.24,4.83,0.67,4.11,22363
tell,4,4.94,2.9,0.65,4.26,7746
telling,7,3.99,2.45,0.63,4.26,21308
temper,6,2.77,2.56,0.54,6.22,14109
temperature,11,2.85,3.71,0.62,6.17,28035
template,8,1.34,4.19,0.56,11.44,17656
temple,6,2.95,4.53,0.65,8.79,10477
tempo,5,1.94,2.81,0.56,9.67,7359
temporary,9,2.82,2.27,0.65,8.84,16822
tempt,5,2.11,2.1,0.29,8.6,6647
temptation,10,2.34,1.84,0.52,8.35,24596
tempting,8,2.19,1.93,0.35,9.5,22238
ten,3,3.87,3.39,0.69,3.58,8211
tenacious,9,1.42,2.31,0.38,14.06,17739
tenant,6,2.19,4.55,0.56,10.33,16139
tend,4,2.8,2,0.64,9.79,9973
tendency,8,2.14,1.83,0.61,12.57,17964
tender,6,2.66,2.58,0.59,7.11,18736
tenderness,10,2.11,2.06,0.4,8.79,27544
tendon,6,1.48,4.47,0.49,9.58,15167
tenet,5,0.85,3.2,0.4,13.94,11840
tennis,6,2.84,4.43,0.61,7.53,12854
tenor,5,1.9,3.04,0.57,12.56,11764
tense,5,2.72,2.35,0.56,9.35,12098
tension,7,2.64,2.6,0.61,9.72,18879
tent,4,2.95,4.96,0.57,5.16,11229
tentacle,8,1.15,4.46,0.31,8.65,18565
tentacles,9,1.76,#,0.49,8.65,23054
tentative,9,1.42,2.03,0.47,12,24838
tepid,5,1.11,2.52,0.28,13.44,6736
tequila,7,2.48,4.77,0.4,13.67,8939
term,4,2.95,2.82,0.68,8.28,11140
terminal,8,2.59,3.86,0.62,9.33,23898
terminate,9,2.15,2.29,0.55,11.21,29410
termination,11,1.84,2.47,0.56,11.5,36906
termite,7,1.59,4.7,0.34,7.94,19084
terms,5,3.06,#,0.68,8.28,11337
terrace,7,2.24,4.67,0.58,9.89,17341
terrain,7,2.06,4.27,0.61,10.95,22059
terrible,8,3.68,2.04,0.59,5.56,18999
terrific,8,3.33,2.07,0.45,6.05,17604
terrified,9,2.69,2.43,0.53,8.5,21050
terrify,7,1.42,2.71,0.24,8.05,14626
terrifying,10,2.34,2.08,0.48,8.33,25584
territory,9,2.87,3.41,0.65,8.94,20940
terror,6,2.66,2.43,0.61,8.79,16032
terrorism,9,2.32,2.79,0.59,12.83,22191
terrorist,9,2.79,3.64,0.6,12.76,25230
terse,5,0.95,#,0.32,11,14057
testament,9,2.08,2.7,0.59,9.14,23846
testify,7,2.86,2.67,0.55,10,17843
testimony,9,2.88,3.21,0.61,10.32,23838
testing,7,2.89,3.43,0.65,6.26,28040
tests,5,3.08,#,0.64,6.26,13455
Texas,5,3.16,#,0.66,#,6513
text,4,2.43,4.93,0.65,7.78,5123
textbook,8,2.05,4.86,0.56,7.58,7103
textile,7,1.42,4.23,0.57,9.75,14748
texture,7,1.93,3.83,0.57,9.35,11758
Thailand,8,2.18,#,0.61,#,12083
than,4,4.58,1.69,0.7,5.45,5951
thankful,8,2.44,1.69,0.35,5.5,7695
thanks,6,4.5,2.15,0.65,3.53,6477
Thanksgiving,12,2.98,3.33,0.56,4.74,19533
that,4,5.86,1.54,0.7,5.53,6649
thaw,4,1.91,3.8,0.38,8.11,2694
theater,7,3.09,4.92,0.65,6.94,19625
thee,4,3.12,2.54,0.55,#,3942
theft,5,2.54,2.93,0.59,8.11,3679
their,5,4.52,3.34,0.7,5.26,4191
theirs,6,2.6,2.4,0.53,5.26,5660
them,4,4.96,3.04,0.7,4.9,4083
then,4,4.88,1.44,0.7,6.74,6888
theology,8,1.57,1.93,0.59,12.72,6722
theorem,7,1.26,#,0.58,12.47,11621
theorize,8,1.04,1.7,0.3,13.5,10042
theory,6,3.16,1.47,0.66,9.37,6702
therapist,9,2.69,4.52,0.52,10.89,20362
therapy,7,2.98,2.85,0.61,12,13302
there,5,5.35,2.2,0.7,5.25,13776
therefore,9,3.03,1.33,0.68,9.94,22109
thermometer,11,2.05,4.96,0.4,6.63,25650
thesaurus,9,1.32,4.79,0.36,9.26,12251
thesis,6,2.24,3.71,0.59,12.83,12018
they,4,5.32,2.93,0.7,4.88,3308
thick,5,2.85,4,0.61,5.61,5643
thicket,7,1.4,4.26,0.32,7.89,7895
thickness,9,1.43,3.37,0.57,6.42,14083
thief,5,3.09,4.37,0.57,7.22,4109
thigh,5,2.28,4.9,0.49,6.42,3702
thimble,7,1.18,5,0.24,8.05,8321
thin,4,3.01,3.83,0.62,6.47,9304
thing,5,4.75,3.17,0.65,4.58,13223
things,6,4.55,#,0.68,4.58,13496
thinker,7,1.79,2.54,0.5,7.61,16650
thinking,8,4.16,1.96,0.65,4.75,20830
thirst,6,2.28,3.04,0.45,6.06,8252
thirsty,7,2.8,3.86,0.37,3.89,8954
thirteen,8,2.43,3.69,0.63,#,13302
thirty,6,2.94,3.75,0.64,5.95,4923
this,4,5.61,2.14,0.7,4.93,5168
thong,5,2.03,4.93,0.35,12.41,11042
thorn,5,2.42,5,0.54,5.97,5744
thorns,6,1.9,#,0.42,5.97,7600
thorny,6,1.57,4.26,0.37,7.56,5900
thorough,8,2.38,1.66,0.56,8.89,9881
thou,4,3.06,2.19,0.56,#,4194
though,6,3.97,1.2,0.7,7.32,4984
thought,7,4.62,1.97,0.69,5.89,5320
thoughtful,10,2.6,1.96,0.46,9,6836
thoughtless,11,1.86,1.68,0.24,9.56,15216
thoughts,8,3.23,#,0.61,5.89,6326
thousand,8,3.55,3.08,0.65,6.6,11641
thread,6,2.42,4.83,0.57,7.06,8981
threat,6,3.03,2.52,0.65,7.14,12111
threaten,8,2.64,2.63,0.56,8.95,20322
threatening,11,2.78,2.37,0.6,8.95,32654
three,5,4.44,3.62,0.7,3.69,6985
threshold,9,2.15,3.48,0.58,11.9,14720
thrift,6,1.36,2.36,0.4,10.47,5110
thrifty,7,1.23,1.92,0.27,10.7,5812
thrill,6,2.63,2.46,0.47,8.37,7496
thrilled,8,2.75,2.31,0.46,8.37,15397
thriller,8,1.85,2.21,0.57,8.25,17074
thrilling,9,2.23,2.07,0.48,8.47,21058
thrive,6,1.95,2.21,0.54,9.35,7221
throb,5,1.11,2.96,0.2,10.05,4075
throbbing,9,1.79,3.63,0.62,9.42,15680
throne,6,2.65,4.64,0.59,7.28,10597
throttle,8,2.08,4.24,0.55,10.61,9129
thrust,6,2.3,3.29,0.58,9.72,7270
thud,4,2,3.2,0.24,8.06,1970
thug,4,2.25,4.3,0.42,10.56,1930
thumb,5,2.78,4.96,0.56,4.42,2673
thump,5,2,3.77,0.26,7.63,3121
thunder,7,2.83,4.34,0.59,4.89,13994
Thursday,8,3.09,3.03,0.59,#,5420
thus,4,2.8,1.36,0.69,9.2,3081
thyme,5,1.04,4.96,0.34,12.42,3455
thyroid,7,1.46,4.61,0.57,13.83,4971
tiara,5,1.96,4.89,0.38,6.77,11972
tic,3,1.89,3.77,0.31,8.06,7069
tick,4,2.57,4.57,0.46,6.05,8011
ticket,6,3.37,4.7,0.61,5.32,10263
tickle,6,2.39,3.85,0.32,4.35,11564
tide,4,2.58,4.1,0.58,6.68,8224
tidy,4,2.28,3.03,0.35,8.53,5773
tie,3,3.36,4.81,0.61,4.74,6030
tied,4,3.14,3.92,0.64,4.74,10515
ties,4,2.7,#,0.63,4.74,10519
tiger,5,2.98,5,0.63,4,12968
tight,5,3.42,3.87,0.61,5.25,6406
tighten,7,2.17,3.33,0.35,6.95,14617
tile,4,2.04,4.68,0.56,6.8,9625
tiles,5,1.94,#,0.57,6.8,14114
till,4,3.93,4,0.63,6.9,7826
tilt,4,2.06,4.04,0.54,8.83,6580
timber,6,2.11,4.9,0.6,6.47,13113
timeless,8,1.65,1.57,0.47,9.83,18614
timely,6,1.75,2.28,0.55,10.67,10682
timer,5,2.51,4.69,0.51,6.28,13566
times,5,4.05,2.07,0.7,6.7,11893
timetable,9,1.92,4.08,0.51,10.58,16237
timid,5,1.89,2.22,0.41,9.85,7881
timing,6,2.88,2.86,0.6,8.84,17849
tingle,6,1.76,3.16,0.27,9,19443
tinker,6,2.06,3.19,0.43,7.61,19018
tint,4,1.2,4,0.39,10,14690
tiny,4,3.22,3.11,0.63,5.33,11828
tip,3,3.15,4.5,0.61,5.42,5303
tips,4,2.67,#,0.58,5.42,5609
tipsy,5,1.53,2.35,0.22,12.67,5836
tiptoe,6,1.66,3.89,0.19,5.65,7178
tire,4,2.8,5,0.57,6.16,10128
tired,5,3.76,3,0.58,4.62,14613
tiredness,9,0.48,2.68,0.35,7.22,23012
tires,5,2.69,#,0.57,6.16,14617
tiresome,8,1.88,2.08,0.26,8.42,18357
tiring,6,1.79,2.52,0.33,7.55,19274
tissue,6,2.74,4.93,0.6,4.76,10370
tit,3,2.24,4.64,0.34,10.32,6954
titanic,7,2.11,3.93,0.53,#,16124
title,5,2.98,3.32,0.68,6.32,10790
tits,4,2.8,#,0.34,10.32,7960
toad,4,2.46,5,0.5,6.11,2837
toast,5,3.23,4.93,0.48,4.67,6803
toaster,7,2.3,4.9,0.33,6.72,17360
tobacco,7,2.55,4.88,0.6,7.39,6663
today,5,4.35,2.57,0.69,4.77,2858
toddler,7,1.61,4.29,0.4,6.11,11997
toe,3,2.81,4.93,0.56,3,1512
toenail,7,1.65,4.86,0.26,5.1,9106
toffee,6,1.36,4.89,0.32,6.22,3410
tofu,4,2.14,4.86,0.44,11.89,1977
toga,4,1.68,4.73,0.29,11.12,2486
togetherness,12,1.48,2.62,0.24,7.17,22479
toil,4,1.72,2.67,0.32,11.39,3148
token,5,2.31,4.3,0.55,7.58,6309
told,4,4.55,2.31,0.67,4.26,2993
tolerance,9,2.12,2.11,0.59,8.63,21865
tolerant,8,1.82,2.07,0.49,10.78,21853
tolerate,8,2.55,1.78,0.51,10.45,23928
toll,4,2.24,3.54,0.6,8.37,4281
Tom,3,3.75,3.96,0.67,#,2583
tomatoes,8,2.34,#,0.52,4.61,14445
tomb,4,2.46,4.73,0.59,11.05,3013
tombstone,9,2.04,4.71,0.49,7.95,15049
tomorrow,8,4.23,2.04,0.58,5.19,9708
ton,3,2.58,4.17,0.57,7.42,5972
tone,4,2.94,3.07,0.63,7.67,8247
tongs,5,1.61,5,0.26,7.78,10164
tongue,6,3.2,4.93,0.59,4.47,10671
tonic,5,2.29,4.1,0.45,12.63,9782
tonight,7,4.32,2.93,0.58,4.73,9119
tons,4,2.68,#,0.59,7.42,7828
Tony,4,3.55,3.33,0.66,#,6128
took,4,4.24,2.61,0.69,4.37,2521
tool,4,2.74,4.6,0.64,5.37,3590
tools,5,2.75,#,0.64,5.37,4005
toot,4,1.91,3.57,0.25,5.53,3197
tooth,5,2.84,4.89,0.57,3.61,4520
toothache,9,1.77,3.42,0.26,6.53,10395
toothbrush,10,2.41,5,0.27,4.33,8562
toothpaste,10,2.21,4.97,0.35,3.33,15042
toothpick,9,1.72,4.93,0.23,6.83,8587
topic,5,2.44,2.59,0.62,7.84,5230
topping,7,1.66,4,0.53,#,14258
tops,4,2.58,3.83,0.57,3.89,2423
torch,5,2.41,4.76,0.56,7.84,6069
torment,7,2.15,2.62,0.45,8.61,13278
torn,4,2.74,4.21,0.59,4.89,4593
tornado,7,2.12,4.53,0.57,6.21,7659
torpedo,7,2.51,4.96,0.57,8.35,11124
torque,6,1.58,3.28,0.57,13.29,5072
torso,5,1.98,4.83,0.54,9.33,6371
tortilla,8,1.23,4.89,0.39,8.28,14968
tortoise,8,1.76,4.87,0.47,5.88,11629
torture,7,2.91,3.59,0.59,10.7,11758
toss,4,2.8,3.96,0.53,4.11,3782
tot,3,1.74,4.22,0.35,7,2271
total,5,3.28,2.8,0.67,6.83,7212
totally,7,3.64,1.78,0.63,#,10373
tote,4,1.75,4.38,0.29,10.74,6666
toucan,6,0.7,4.66,0.25,8.69,8771
touch,5,3.88,3.86,0.64,5.16,5002
touchdown,9,2.41,3.88,0.58,7.89,6456
touching,8,2.95,3.43,0.58,5.16,16902
touchy,6,2.21,2.44,0.21,9.95,5251
tough,5,3.66,2.5,0.61,5.47,3833
toughness,9,1.18,2.41,0.41,8.67,12220
tour,4,3.2,3.38,0.66,7.17,4395
tourism,7,1.53,3,0.62,9.53,10554
tourist,7,2.38,4.59,0.62,8.76,13593
tourists,8,2.44,#,0.6,8.76,14599
tournament,10,2.67,4.11,0.61,7.83,15815
tow,3,2.47,3.79,0.56,8.63,2052
toward,6,3.07,2.28,0.68,6.28,6309
towards,7,3.15,2.79,0.69,6.28,6724
tower,5,3.07,4.76,0.65,6.33,8698
towering,8,1.52,2.93,0.47,9.67,22386
town,4,4.1,4.64,0.67,5.11,2217
toxic,5,2.4,3.13,0.58,9.06,3899
toy,3,2.93,4.93,0.61,3,1505
toys,4,2.83,#,0.59,3,1739
trace,5,3,3.66,0.61,6.84,7894
track,5,3.45,4.31,0.67,6.94,7204
tracks,6,2.93,#,0.66,6.94,7444
tracksuit,9,0.7,4.73,0.28,10.5,10917
tractor,7,2.28,5,0.56,5.5,11521
trade,5,3.25,3.08,0.67,6.42,8450
trademark,9,1.88,3.13,0.61,10.37,14376
trader,6,1.91,3.89,0.55,8.79,14612
tradesman,9,0.85,4.07,0.28,11.44,18628
tradition,9,2.84,1.69,0.66,8.05,21794
traditional,11,2.62,1.76,0.68,10,26285
tragedy,7,2.86,2.07,0.6,10.21,11428
tragic,6,2.8,2,0.58,8.37,8452
trail,5,2.99,4.46,0.63,5.61,7149
trailer,7,2.76,4.79,0.58,6.37,16727
train,5,3.69,4.79,0.67,4,12612
trained,7,2.98,2.54,0.65,4,19372
trainee,7,1.84,3.89,0.48,11.79,15757
trainer,7,2.46,4.31,0.59,10,21049
training,8,3.25,3.3,0.67,8.5,24944
trains,6,2.62,#,0.62,4,14468
trait,5,1.75,2.72,0.56,10.65,7894
traitor,7,2.73,3.69,0.53,9.44,12014
tram,4,1.85,#,0.57,10.53,5743
tramp,5,2.63,3.9,0.43,8.42,6621
trampoline,10,1.54,5,0.35,6.79,20912
trance,6,2.43,3,0.56,9.95,11311
tranquil,8,1.63,1.9,0.39,13.42,10734
tranquility,11,1.58,2.33,0.39,#,16361
transaction,11,2.18,2.9,0.58,11.2,25367
transfer,8,3.02,3.04,0.66,10.33,16927
transform,9,2.05,2.41,0.6,8.17,14121
transit,7,2.21,3.61,0.62,11.2,14012
transition,10,2.2,2.19,0.64,10.39,25903
translate,9,2.39,2.69,0.56,10,21162
translation,11,2.38,2.96,0.64,9.74,28658
translucent,11,1.15,3.15,0.51,11.95,20058
transmission,12,2.64,4,0.63,11.9,25177
transmit,8,2.17,3.31,0.56,9.78,14212
transparent,11,1.97,3.18,0.58,10.67,26405
transplant,10,2.42,3.77,0.56,10.35,20263
transport,9,2.76,3.5,0.66,10.38,15798
transportation,14,2.45,3.89,0.65,8.11,33747
trap,4,3.09,4.3,0.61,6.44,5671
trapeze,7,1.85,4.55,0.34,9.28,7878
trapped,7,3.01,3.31,0.6,6.44,12325
trapper,7,1.93,3.59,0.41,9.11,14002
trash,5,3.06,4.7,0.56,4.47,7545
trauma,6,2.94,2.72,0.57,9.72,7576
traumatic,9,2.14,2.37,0.54,10.53,18826
travel,6,3.23,3.67,0.68,5.9,8816
traveler,8,2.19,4.07,0.55,6.89,18394
traveling,9,2.86,3.5,0.64,5.9,22378
traverse,8,1.58,2.88,0.56,14.67,16744
tray,4,2.61,4.74,0.49,6.05,5221
treacherous,11,2.05,2.21,0.47,12.26,24223
treachery,9,1.99,1.69,0.47,12.4,19571
tread,5,2.07,3.57,0.4,8.75,9096
treadmill,9,1.63,4.93,0.29,11.15,13599
treason,7,2.42,2.03,0.56,11.37,14885
treasure,8,2.99,4.32,0.6,6.06,16253
treat,5,3.42,3.79,0.61,4.61,12226
treatment,9,2.99,2.93,0.66,8.11,20893
treaty,6,2.38,3.07,0.61,9.84,12928
treble,6,1,2.72,0.44,9.94,11065
tremble,7,2.06,3.61,0.28,8.89,12267
tremor,6,1.62,3.89,0.38,10.68,10959
trend,5,2.03,2.42,0.63,10.84,11808
trendy,6,1.65,2.33,0.4,10.83,11958
trespass,8,1.87,3.43,0.37,9.16,15669
triad,5,2.25,#,0.49,12.19,6733
trial,5,3.4,3.07,0.66,9.16,8746
triangle,8,2.34,4.52,0.6,4.9,16936
triangular,10,1.11,4.07,0.57,7.8,19480
tribal,6,1.98,2.5,0.61,8.63,8797
tribe,5,2.51,4.14,0.62,8.17,5814
tribute,7,2.43,2.67,0.63,10.44,10811
trick,5,3.38,3.36,0.6,6.05,7796
trickery,8,1.59,1.9,0.36,9.58,15490
tricks,6,2.99,#,0.58,6.05,8036
trickster,9,1.36,3.21,0.41,9,22158
tricky,6,2.61,2.04,0.47,5.53,7889
tricycle,8,1.45,4.68,0.45,4.05,11106
trident,7,1.4,4.5,0.47,11.59,14843
trigger,7,2.94,4.31,0.6,8.33,12992
trigonometry,12,1.2,3.54,0.44,13.26,17780
trillion,8,1.72,2.72,0.55,8.94,17473
trim,4,2.34,3.93,0.57,6.95,5448
trimmer,7,1.2,3.42,0.27,9,13733
trinity,7,2.18,2.93,0.61,#,15854
trio,4,1.83,3.97,0.63,8.39,7070
triple,6,2.68,3.59,0.62,6.78,9281
tripod,6,1.67,4.72,0.42,9.26,6698
tripping,8,2.29,3.31,0.35,4.22,17229
trite,5,1.61,2.09,0.25,13,11134
triumph,7,2.38,2.17,0.59,10.16,6677
trivia,6,1.66,2.64,0.59,8.37,7322
trivial,7,1.97,2.1,0.56,11.78,10386
troll,5,2.14,4.28,0.47,5.72,6746
trolley,7,1.86,4.73,0.56,8.47,10398
trombone,8,1.82,4.9,0.57,7.83,13123
troop,5,2.47,4.34,0.59,8.35,5508
troops,6,2.99,4.21,0.64,7.84,5814
trophy,6,2.59,4.89,0.6,5.55,5383
tropic,6,1.57,3.16,0.34,10.37,7695
tropical,8,2.22,3.25,0.58,9.05,12562
tropics,7,1.61,4.08,0.5,10.47,7796
trot,4,1.97,4.11,0.36,7.3,4736
trouble,7,4.06,2.25,0.64,4.56,10479
troubled,8,2.54,1.82,0.59,7.21,14964
troublesome,11,1.9,2.04,0.48,8.06,18708
trough,6,1.86,4.17,0.5,8.41,6298
trousers,8,2.42,4.93,0.53,7.89,16636
trout,5,2.31,4.72,0.57,8.56,6448
trowel,6,1.18,4.16,0.23,12.18,6735
truce,5,2.34,2.47,0.56,8.8,4428
truck,5,3.57,4.84,0.63,3.79,3738
trucks,6,2.7,4.89,0.6,3.79,3978
TRUE,4,4.11,1.7,0.68,4.64,2755
truly,5,3.26,1.62,0.63,#,4931
trump,5,2.06,2.57,0.51,11.23,3860
trumpet,7,2.32,4.86,0.57,6.28,6877
trunk,5,3.01,4.71,0.59,8.3,4494
trunks,6,2.11,4.75,0.51,8.3,4734
trust,5,3.96,2.04,0.65,6.55,7385
trusting,8,2.47,1.4,0.41,6.55,22976
trustworthy,11,1.98,2.39,0.41,8.05,13164
truth,5,3.99,1.96,0.65,4.42,4617
truthful,8,2.04,1.9,0.4,6.28,6084
truthfully,10,2.08,1.72,0.3,#,9245
try,3,4.39,2.22,0.66,3.44,2322
trying,6,4.36,2.11,0.66,3.44,13280
tsunami,7,1.45,4.33,0.55,13,7451
tuba,4,1.79,4.86,0.46,7,1893
tuberculosis,12,1.52,3.62,0.57,12.11,17031
tuck,4,2.61,3.86,0.48,5.79,2125
Tuesday,7,3.08,3.29,0.58,#,6615
tug,3,2.15,3.5,0.56,5.17,1056
tuition,7,2.32,3.52,0.57,10.84,15243
tulip,5,1.61,5,0.39,7.15,5048
tumble,6,1.9,3.89,0.35,7.89,6395
tumbler,7,1.28,4.08,0.28,10.45,12557
tumbling,8,1.8,3.76,0.38,7.89,16541
tummy,5,2.25,4.68,0.21,3.72,1851
tumor,5,2.42,4.56,0.58,10.32,5087
tuna,4,2.61,4.89,0.52,5.73,4022
tundra,6,1.18,4.21,0.48,12.06,7863
tune,4,2.9,3.5,0.61,7.32,4870
tunes,5,2.29,#,0.58,7.32,9359
tunnel,6,2.96,4.82,0.62,5.89,6970
turf,4,2.34,4.1,0.56,10.95,2227
turkey,6,3.06,4.89,0.64,3.95,3497
turmoil,7,1.81,2.11,0.56,12.84,5422
turncoat,8,1.15,4.11,0.24,12,11038
turning,7,3.31,3.19,0.66,4.11,14898
turnip,6,1.95,4.79,0.33,7,4610
turquoise,9,1.66,4.41,0.45,7.68,7858
turtle,6,2.94,5,0.57,4.17,6932
tusk,4,1.15,4.76,0.32,7.67,2433
tusks,5,1.23,#,0.39,7.67,2673
tutor,5,2.37,4.28,0.57,8.65,5801
tutu,4,1.56,4.68,0.37,7,2422
tuxedo,6,2.2,4.86,0.39,8.26,5927
tweak,5,1.54,2.79,0.28,11.06,2742
tweed,5,1.79,4.81,0.45,12.11,5951
tweet,5,1.64,3.52,0.27,13.05,2820
twelve,6,2.98,3.61,0.67,4.49,4338
twenty,6,3.14,3.67,0.66,#,8132
twice,5,3.5,2.93,0.67,5.89,4504
twig,4,1.85,4.75,0.37,6.28,1398
twilight,8,2.2,4.11,0.57,10,6389
twin,4,2.73,4.17,0.65,6.06,7475
twine,5,1.48,4.03,0.31,9.38,9750
twinkle,7,2.2,3.21,0.31,4.48,11314
twins,5,2.89,4.57,0.61,6.06,9331
twirl,5,1.83,3.92,0.2,3.72,1672
twist,5,2.81,3.9,0.59,6.46,6904
twisted,7,2.73,3.23,0.57,#,15784
twister,7,1.9,4.44,0.38,7.53,17461
twitch,6,2.04,3.79,0.3,8.84,4513
twitter,7,0.95,4.1,0.52,18.14,13986
two,3,4.74,4.18,0.7,4.24,450
type,4,3.49,3.3,0.68,6.58,2479
typewriter,10,2.21,4.88,0.45,6.74,18515
typhoon,7,1.88,4.55,0.59,9.78,8094
typical,7,2.81,1.52,0.67,8.62,8796
typing,6,2.22,#,0.53,#,12451
tyranny,7,1.92,1.68,0.48,12.12,7877
tyrant,6,2,3.8,0.49,11.25,10373
ubiquitous,10,1.38,2.04,0.55,16.43,8688
udder,5,1.08,5,0.22,7.29,9324
ugh,3,2.87,1.72,0.16,#,790
ugly,4,3.33,3.23,0.57,4.17,2295
ultimate,8,2.66,1.7,0.64,10.37,17323
umbrella,8,2.58,5,0.58,5.68,11545
unable,6,2.72,1.77,0.66,7.78,8883
unacceptable,12,2.44,1.73,0.55,9.94,15117
unafraid,8,1.43,1.84,0.27,9.06,8766
unattractive,12,1.97,2.04,0.38,8.21,23086
unavailable,11,2.03,1.93,0.56,9.55,14103
unavoidable,11,1.79,1.64,0.42,8.32,11252
unaware,7,2.08,1.75,0.59,9.92,11678
unbalanced,10,1.56,2.19,0.43,10.63,18775
unbelievable,12,3.18,1.54,0.42,8.3,15059
uncanny,7,1.89,1.63,0.46,12.5,9060
uncertain,9,2.09,1.88,0.6,8.37,21740
uncertainty,11,1.85,1.75,0.58,12.25,25460
uncle,5,3.8,4.24,0.64,4.47,7247
unclean,7,1.82,3.21,0.36,6.83,12545
unclear,7,1.88,2.39,0.61,8.21,12027
uncomfortable,13,2.9,2.07,0.56,7.17,18790
uncommon,8,2.05,2.38,0.6,8.95,12894
unconditional,13,1.68,1.77,0.46,10.44,32529
unconscious,11,2.77,2.45,0.59,9.45,19701
uncontrollable,14,1.76,2.11,0.42,10.06,27716
uncouth,7,1.48,1.87,0.24,11.43,9665
uncover,7,2,3.42,0.5,7.17,14329
undecided,9,1.28,1.83,0.38,7.83,16437
undefined,9,1.04,1.4,0.44,11.22,21119
underage,8,2.05,3.14,0.46,11.05,17484
undercover,10,2.78,2.44,0.56,9.68,23888
underdog,8,1.7,2.71,0.44,10.44,14101
underground,11,2.79,4.07,0.66,7.37,20869
underhanded,11,1.56,2.45,0.24,11,25933
underling,9,0.95,2.86,0.23,12.3,26224
undermine,9,1.88,1.9,0.54,12.47,23504
underneath,10,2.92,3.71,0.6,#,22446
underpants,10,2.18,4.89,0.3,3.35,21252
understand,10,4.39,2.28,0.64,6.17,24535
understandable,14,2.31,1.85,0.44,8.35,30671
understanding,13,3.05,1.92,0.65,7.83,37226
understood,10,3.22,2.28,0.63,6.17,20240
underwater,10,2.51,3.78,0.6,#,27853
underwear,9,3.04,4.96,0.5,3.94,17715
underworld,10,2.26,2.96,0.56,9.45,16155
undesirable,11,1.53,2.22,0.55,10.58,21925
undo,4,2.35,2.56,0.39,7.78,4204
undone,6,2.1,2.7,0.37,7.78,11085
undress,7,2.1,3.97,0.33,5.28,14614
unease,6,0.78,1.93,0.31,8.42,9427
uneasy,6,2.03,1.86,0.47,9.16,7623
uneducated,10,1.4,2.15,0.37,9.95,24281
unemployed,10,2.27,2.57,0.56,11.33,13070
unemployment,12,2.21,3.11,0.57,10.95,17120
unending,8,1.42,1.93,0.3,9,22398
unequal,7,1.04,2.72,0.51,9.26,8287
uneven,6,1.6,3.07,0.55,7.33,10326
